Time,Temp.,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12
16:57:25,37,0.088,0.088,0.088,0.333,0.089,0.089,0.378,0.088,0.092,0.666,0.083,0.09,0.084,0.086,0.085,0.085,0.086,0.086,0.084,0.087,0.087,0.084,0.084,0.084,0.088,0.085,0.084,0.084,0.084,0.085,0.086,0.086,0.086,0.084,0.086,0.083,0.634,0.089,0.089,0.524,0.089,0.088,0.67,0.089,0.088,0.627,0.085,0.09,0.087,0.086,0.086,0.086,0.087,0.089,0.087,0.087,0.087,0.088,0.086,0.092,0.088,0.086,0.086,0.086,0.088,0.092,0.09,0.088,0.086,0.091,0.091,0.094,0.622,0.089,0.088,0.596,0.089,0.089,0.548,0.089,0.089,0.582,0.087,0.09,0.089,0.086,0.088,0.088,0.09,0.092,0.091,0.091,0.091,0.086,0.084,0.085
17:12:25,37.1,0.088,0.088,0.088,0.335,0.089,0.089,0.364,0.088,0.091,0.679,0.083,0.093,0.084,0.086,0.085,0.085,0.086,0.086,0.084,0.087,0.086,0.084,0.084,0.084,0.087,0.085,0.084,0.084,0.084,0.085,0.086,0.086,0.086,0.085,0.086,0.083,0.628,0.089,0.089,0.531,0.089,0.088,0.674,0.089,0.088,0.618,0.085,0.09,0.087,0.086,0.086,0.086,0.087,0.089,0.087,0.087,0.087,0.086,0.085,0.092,0.088,0.086,0.086,0.086,0.088,0.087,0.09,0.089,0.086,0.091,0.09,0.094,0.622,0.089,0.088,0.582,0.089,0.089,0.529,0.089,0.089,0.585,0.087,0.09,0.089,0.086,0.088,0.088,0.09,0.092,0.091,0.091,0.091,0.086,0.084,0.085
17:27:25,37,0.088,0.088,0.088,0.334,0.089,0.089,0.372,0.088,0.092,0.685,0.083,0.09,0.084,0.086,0.085,0.085,0.085,0.086,0.084,0.087,0.086,0.084,0.084,0.084,0.087,0.085,0.084,0.084,0.084,0.085,0.086,0.087,0.086,0.086,0.086,0.083,0.641,0.089,0.089,0.523,0.089,0.088,0.672,0.089,0.088,0.622,0.085,0.09,0.087,0.086,0.086,0.086,0.087,0.089,0.087,0.087,0.087,0.087,0.085,0.093,0.088,0.086,0.086,0.086,0.088,0.085,0.09,0.089,0.087,0.091,0.091,0.095,0.622,0.089,0.088,0.584,0.089,0.089,0.537,0.089,0.089,0.582,0.087,0.09,0.089,0.086,0.088,0.088,0.09,0.092,0.091,0.091,0.09,0.086,0.084,0.085
17:42:25,37.1,0.089,0.088,0.088,0.346,0.089,0.089,0.377,0.088,0.092,0.692,0.083,0.092,0.084,0.086,0.085,0.084,0.086,0.086,0.084,0.087,0.086,0.084,0.084,0.084,0.087,0.085,0.084,0.084,0.084,0.087,0.086,0.087,0.086,0.086,0.086,0.083,0.642,0.089,0.089,0.553,0.089,0.088,0.677,0.089,0.088,0.631,0.085,0.09,0.087,0.086,0.086,0.086,0.087,0.089,0.087,0.087,0.087,0.088,0.086,0.094,0.088,0.086,0.086,0.085,0.089,0.085,0.09,0.087,0.086,0.091,0.091,0.095,0.622,0.089,0.088,0.578,0.089,0.089,0.516,0.089,0.089,0.615,0.087,0.09,0.089,0.086,0.087,0.088,0.09,0.092,0.091,0.091,0.09,0.086,0.084,0.085
17:57:25,37,0.089,0.088,0.088,0.357,0.089,0.089,0.358,0.088,0.091,0.693,0.083,0.095,0.084,0.086,0.085,0.085,0.085,0.086,0.084,0.087,0.086,0.084,0.084,0.084,0.089,0.085,0.084,0.084,0.084,0.09,0.086,0.087,0.086,0.086,0.086,0.083,0.627,0.089,0.089,0.553,0.089,0.088,0.686,0.089,0.088,0.635,0.085,0.09,0.087,0.086,0.086,0.087,0.087,0.089,0.087,0.087,0.087,0.087,0.085,0.094,0.088,0.086,0.086,0.085,0.088,0.085,0.09,0.085,0.086,0.091,0.091,0.094,0.622,0.089,0.088,0.583,0.089,0.089,0.517,0.089,0.089,0.575,0.087,0.09,0.089,0.086,0.087,0.088,0.09,0.092,0.091,0.091,0.09,0.086,0.083,0.085
18:12:25,37.1,0.089,0.088,0.088,0.364,0.09,0.089,0.348,0.088,0.092,0.707,0.083,0.09,0.084,0.086,0.085,0.085,0.085,0.086,0.084,0.087,0.086,0.084,0.084,0.084,0.088,0.085,0.084,0.084,0.084,0.092,0.086,0.088,0.087,0.085,0.086,0.083,0.64,0.089,0.089,0.552,0.089,0.088,0.693,0.089,0.088,0.634,0.085,0.09,0.087,0.086,0.086,0.086,0.087,0.089,0.087,0.087,0.087,0.088,0.085,0.095,0.088,0.087,0.086,0.086,0.089,0.092,0.09,0.085,0.087,0.092,0.091,0.094,0.618,0.089,0.088,0.575,0.089,0.089,0.509,0.089,0.089,0.582,0.087,0.09,0.089,0.086,0.087,0.088,0.09,0.092,0.091,0.091,0.09,0.086,0.084,0.085
18:27:25,37,0.088,0.088,0.088,0.357,0.089,0.089,0.35,0.088,0.092,0.725,0.083,0.093,0.084,0.086,0.085,0.084,0.085,0.086,0.084,0.087,0.086,0.084,0.084,0.084,0.088,0.085,0.084,0.084,0.084,0.092,0.086,0.087,0.086,0.086,0.086,0.083,0.638,0.089,0.089,0.558,0.089,0.088,0.683,0.089,0.088,0.641,0.085,0.09,0.088,0.086,0.086,0.087,0.087,0.089,0.087,0.088,0.087,0.088,0.085,0.095,0.088,0.086,0.086,0.086,0.089,0.095,0.09,0.085,0.086,0.091,0.091,0.094,0.621,0.089,0.088,0.565,0.089,0.089,0.504,0.089,0.089,0.578,0.087,0.09,0.089,0.086,0.087,0.088,0.09,0.092,0.091,0.091,0.09,0.086,0.084,0.085
18:42:25,37,0.088,0.088,0.088,0.35,0.089,0.089,0.359,0.088,0.091,0.726,0.083,0.092,0.084,0.086,0.085,0.085,0.085,0.086,0.084,0.087,0.086,0.084,0.084,0.084,0.088,0.085,0.085,0.085,0.084,0.092,0.086,0.087,0.086,0.085,0.086,0.083,0.643,0.089,0.089,0.568,0.089,0.088,0.692,0.089,0.088,0.641,0.085,0.09,0.088,0.086,0.086,0.087,0.087,0.089,0.087,0.087,0.087,0.088,0.085,0.095,0.088,0.086,0.086,0.085,0.089,0.086,0.09,0.085,0.085,0.092,0.091,0.094,0.624,0.089,0.088,0.561,0.089,0.089,0.498,0.089,0.089,0.561,0.087,0.09,0.089,0.086,0.087,0.088,0.09,0.092,0.091,0.091,0.09,0.086,0.083,0.085
18:57:25,37,0.088,0.088,0.088,0.344,0.089,0.089,0.354,0.088,0.091,0.732,0.083,0.091,0.084,0.086,0.085,0.085,0.086,0.086,0.084,0.087,0.086,0.084,0.084,0.084,0.089,0.085,0.084,0.084,0.085,0.092,0.086,0.088,0.086,0.085,0.086,0.083,0.645,0.089,0.089,0.576,0.089,0.088,0.698,0.089,0.088,0.703,0.085,0.09,0.088,0.086,0.086,0.087,0.087,0.089,0.087,0.088,0.087,0.088,0.085,0.095,0.088,0.087,0.086,0.086,0.09,0.088,0.09,0.088,0.087,0.092,0.09,0.094,0.631,0.089,0.088,0.553,0.089,0.089,0.491,0.089,0.089,0.567,0.087,0.09,0.089,0.086,0.088,0.088,0.09,0.092,0.091,0.091,0.09,0.086,0.084,0.085
19:12:25,37,0.088,0.088,0.088,0.34,0.089,0.089,0.344,0.088,0.091,0.738,0.083,0.09,0.084,0.086,0.085,0.085,0.085,0.086,0.084,0.087,0.086,0.084,0.084,0.084,0.089,0.085,0.085,0.085,0.085,0.092,0.086,0.086,0.086,0.084,0.086,0.083,0.648,0.089,0.089,0.574,0.089,0.088,0.733,0.089,0.088,0.695,0.085,0.09,0.087,0.086,0.086,0.087,0.087,0.089,0.086,0.088,0.087,0.088,0.085,0.094,0.088,0.087,0.086,0.086,0.089,0.087,0.09,0.088,0.086,0.092,0.09,0.094,0.635,0.089,0.088,0.548,0.089,0.089,0.493,0.089,0.089,0.58,0.087,0.09,0.089,0.086,0.088,0.088,0.09,0.092,0.091,0.091,0.09,0.086,0.083,0.085
19:27:25,37,0.088,0.088,0.088,0.338,0.089,0.089,0.342,0.088,0.091,0.75,0.083,0.094,0.084,0.086,0.085,0.085,0.085,0.086,0.084,0.087,0.086,0.084,0.084,0.084,0.089,0.085,0.085,0.085,0.085,0.092,0.087,0.086,0.087,0.084,0.086,0.083,0.65,0.089,0.089,0.587,0.089,0.088,0.741,0.089,0.088,0.698,0.085,0.09,0.087,0.086,0.086,0.087,0.087,0.089,0.086,0.088,0.087,0.088,0.086,0.094,0.088,0.087,0.086,0.086,0.089,0.087,0.09,0.089,0.087,0.092,0.09,0.094,0.633,0.089,0.088,0.546,0.089,0.089,0.5,0.089,0.089,0.626,0.087,0.09,0.089,0.085,0.088,0.088,0.09,0.092,0.091,0.091,0.09,0.086,0.084,0.085
19:42:25,37,0.088,0.088,0.088,0.334,0.09,0.089,0.342,0.088,0.092,0.749,0.083,0.089,0.084,0.086,0.086,0.085,0.085,0.086,0.084,0.087,0.086,0.084,0.084,0.084,0.088,0.085,0.085,0.085,0.085,0.086,0.087,0.087,0.086,0.086,0.086,0.083,0.655,0.089,0.089,0.6,0.089,0.088,0.751,0.089,0.088,0.708,0.085,0.09,0.087,0.086,0.086,0.087,0.087,0.089,0.087,0.088,0.087,0.088,0.086,0.094,0.088,0.087,0.087,0.086,0.089,0.088,0.09,0.089,0.087,0.092,0.09,0.093,0.642,0.089,0.088,0.539,0.089,0.089,0.503,0.089,0.089,0.59,0.087,0.09,0.089,0.086,0.088,0.088,0.09,0.092,0.091,0.091,0.09,0.086,0.084,0.085
19:57:25,37,0.088,0.088,0.088,0.335,0.089,0.089,0.358,0.088,0.091,0.745,0.083,0.089,0.084,0.086,0.086,0.084,0.085,0.086,0.084,0.087,0.086,0.084,0.084,0.084,0.089,0.085,0.085,0.085,0.085,0.085,0.087,0.086,0.087,0.085,0.086,0.083,0.658,0.089,0.089,0.603,0.089,0.088,0.764,0.089,0.088,0.705,0.085,0.09,0.087,0.086,0.086,0.087,0.087,0.089,0.087,0.088,0.087,0.088,0.085,0.093,0.088,0.087,0.086,0.086,0.089,0.087,0.09,0.09,0.087,0.092,0.09,0.093,0.628,0.089,0.088,0.545,0.089,0.089,0.495,0.089,0.089,0.576,0.087,0.09,0.089,0.085,0.088,0.088,0.09,0.092,0.091,0.091,0.09,0.086,0.084,0.085
20:12:25,37,0.088,0.088,0.088,0.354,0.089,0.089,0.373,0.088,0.092,0.741,0.083,0.089,0.084,0.086,0.086,0.085,0.085,0.086,0.084,0.087,0.086,0.084,0.084,0.084,0.089,0.085,0.085,0.085,0.085,0.094,0.087,0.086,0.087,0.086,0.086,0.083,0.653,0.089,0.089,0.616,0.089,0.088,0.763,0.089,0.088,0.722,0.085,0.09,0.087,0.086,0.086,0.087,0.087,0.089,0.087,0.088,0.087,0.088,0.085,0.092,0.088,0.086,0.086,0.086,0.09,0.088,0.09,0.089,0.087,0.092,0.09,0.093,0.644,0.089,0.088,0.554,0.089,0.089,0.502,0.089,0.089,0.581,0.087,0.09,0.089,0.085,0.088,0.088,0.09,0.092,0.091,0.091,0.09,0.086,0.084,0.085
20:27:25,37,0.088,0.088,0.088,0.364,0.089,0.089,0.438,0.088,0.091,0.746,0.083,0.089,0.084,0.086,0.086,0.084,0.085,0.086,0.084,0.087,0.086,0.084,0.084,0.084,0.089,0.085,0.085,0.084,0.085,0.094,0.085,0.087,0.087,0.087,0.086,0.083,0.672,0.089,0.089,0.614,0.089,0.088,0.763,0.089,0.088,0.706,0.085,0.09,0.087,0.086,0.086,0.087,0.087,0.089,0.086,0.088,0.087,0.088,0.085,0.092,0.088,0.086,0.086,0.086,0.089,0.088,0.09,0.085,0.086,0.092,0.09,0.093,0.647,0.089,0.088,0.546,0.089,0.089,0.504,0.089,0.089,0.602,0.087,0.09,0.089,0.085,0.088,0.088,0.09,0.092,0.091,0.091,0.09,0.086,0.084,0.085
20:42:25,37,0.088,0.088,0.088,0.372,0.089,0.089,0.411,0.088,0.091,0.739,0.083,0.088,0.084,0.086,0.085,0.085,0.085,0.086,0.084,0.087,0.086,0.084,0.084,0.084,0.089,0.085,0.085,0.084,0.085,0.095,0.086,0.086,0.088,0.085,0.086,0.083,0.66,0.089,0.089,0.629,0.089,0.088,0.782,0.089,0.088,0.723,0.085,0.09,0.087,0.086,0.086,0.087,0.087,0.089,0.087,0.088,0.087,0.089,0.085,0.092,0.088,0.087,0.086,0.085,0.089,0.088,0.09,0.086,0.086,0.092,0.09,0.093,0.638,0.089,0.088,0.543,0.089,0.089,0.499,0.089,0.089,0.599,0.087,0.09,0.089,0.085,0.088,0.089,0.09,0.092,0.091,0.091,0.09,0.086,0.084,0.085
20:57:25,37,0.089,0.088,0.088,0.378,0.089,0.089,0.414,0.088,0.091,0.727,0.083,0.092,0.084,0.086,0.085,0.084,0.085,0.086,0.084,0.087,0.086,0.084,0.084,0.084,0.089,0.085,0.085,0.085,0.085,0.094,0.085,0.086,0.087,0.086,0.086,0.083,0.665,0.089,0.089,0.635,0.089,0.088,0.785,0.089,0.088,0.719,0.085,0.09,0.087,0.086,0.086,0.087,0.087,0.089,0.087,0.088,0.087,0.089,0.085,0.093,0.088,0.086,0.085,0.086,0.09,0.095,0.09,0.086,0.088,0.092,0.09,0.093,0.652,0.089,0.088,0.542,0.089,0.089,0.5,0.089,0.089,0.57,0.087,0.09,0.089,0.085,0.088,0.089,0.09,0.092,0.091,0.091,0.09,0.086,0.084,0.085
21:12:25,37,0.089,0.088,0.088,0.405,0.089,0.089,0.465,0.088,0.092,0.722,0.083,0.093,0.084,0.086,0.086,0.084,0.085,0.086,0.084,0.087,0.086,0.084,0.084,0.084,0.089,0.086,0.085,0.085,0.085,0.094,0.085,0.086,0.086,0.086,0.086,0.083,0.675,0.089,0.089,0.635,0.089,0.088,0.777,0.089,0.088,0.732,0.085,0.09,0.087,0.086,0.086,0.087,0.087,0.089,0.087,0.088,0.087,0.089,0.085,0.092,0.088,0.087,0.085,0.086,0.089,0.088,0.09,0.086,0.088,0.092,0.09,0.093,0.65,0.089,0.088,0.555,0.089,0.089,0.495,0.089,0.089,0.57,0.087,0.089,0.089,0.085,0.088,0.089,0.09,0.092,0.091,0.091,0.09,0.086,0.084,0.085
21:27:25,37,0.088,0.088,0.088,0.381,0.089,0.089,0.425,0.088,0.092,0.73,0.083,0.095,0.084,0.086,0.085,0.085,0.085,0.086,0.084,0.087,0.086,0.084,0.084,0.084,0.089,0.085,0.085,0.085,0.085,0.094,0.085,0.087,0.086,0.086,0.086,0.083,0.676,0.089,0.089,0.643,0.089,0.088,0.787,0.089,0.088,0.732,0.085,0.09,0.087,0.086,0.086,0.087,0.087,0.089,0.087,0.088,0.087,0.089,0.085,0.089,0.088,0.087,0.085,0.085,0.089,0.088,0.09,0.09,0.087,0.092,0.09,0.093,0.652,0.089,0.088,0.571,0.089,0.089,0.498,0.089,0.089,0.577,0.087,0.089,0.089,0.085,0.088,0.089,0.09,0.092,0.091,0.091,0.09,0.086,0.084,0.085
21:42:25,37,0.089,0.088,0.088,0.391,0.089,0.089,0.424,0.088,0.092,0.724,0.083,0.093,0.084,0.086,0.086,0.084,0.085,0.086,0.084,0.087,0.086,0.084,0.084,0.084,0.089,0.085,0.085,0.085,0.085,0.095,0.085,0.086,0.086,0.086,0.086,0.083,0.693,0.089,0.089,0.64,0.089,0.088,0.786,0.089,0.088,0.724,0.085,0.09,0.087,0.086,0.086,0.087,0.087,0.088,0.087,0.088,0.087,0.089,0.085,0.092,0.088,0.087,0.086,0.085,0.089,0.094,0.09,0.09,0.087,0.092,0.091,0.093,0.652,0.089,0.088,0.583,0.089,0.089,0.511,0.089,0.089,0.57,0.087,0.089,0.089,0.085,0.088,0.089,0.09,0.092,0.091,0.091,0.09,0.086,0.084,0.085
21:57:25,37,0.088,0.088,0.088,0.396,0.089,0.089,0.437,0.088,0.091,0.725,0.083,0.087,0.084,0.086,0.085,0.084,0.085,0.086,0.084,0.087,0.086,0.084,0.084,0.084,0.089,0.085,0.085,0.085,0.085,0.096,0.087,0.086,0.086,0.084,0.086,0.083,0.678,0.089,0.089,0.66,0.089,0.088,0.817,0.089,0.088,0.698,0.085,0.09,0.087,0.086,0.086,0.087,0.087,0.088,0.087,0.089,0.086,0.089,0.085,0.092,0.088,0.086,0.086,0.086,0.088,0.092,0.09,0.09,0.087,0.092,0.09,0.093,0.644,0.089,0.088,0.583,0.089,0.089,0.506,0.089,0.089,0.569,0.087,0.089,0.089,0.085,0.088,0.089,0.09,0.092,0.091,0.091,0.09,0.086,0.084,0.085
22:12:25,37,0.089,0.088,0.088,0.401,0.089,0.089,0.448,0.088,0.092,0.714,0.083,0.092,0.084,0.086,0.085,0.084,0.085,0.086,0.084,0.087,0.086,0.083,0.084,0.084,0.089,0.085,0.085,0.085,0.085,0.096,0.086,0.086,0.086,0.086,0.086,0.083,0.684,0.089,0.089,0.665,0.089,0.088,0.802,0.089,0.088,0.699,0.085,0.09,0.087,0.086,0.086,0.087,0.087,0.088,0.087,0.088,0.087,0.089,0.085,0.091,0.088,0.087,0.086,0.086,0.088,0.094,0.09,0.088,0.087,0.092,0.09,0.093,0.651,0.089,0.088,0.586,0.089,0.089,0.514,0.089,0.089,0.57,0.087,0.089,0.089,0.085,0.088,0.089,0.09,0.092,0.091,0.091,0.09,0.086,0.083,0.085
22:27:25,37,0.089,0.088,0.088,0.425,0.089,0.089,0.439,0.088,0.091,0.721,0.083,0.09,0.084,0.086,0.086,0.085,0.085,0.086,0.084,0.087,0.086,0.083,0.084,0.084,0.087,0.086,0.085,0.085,0.085,0.095,0.085,0.086,0.086,0.085,0.086,0.083,0.706,0.089,0.089,0.673,0.089,0.088,0.794,0.089,0.088,0.709,0.085,0.09,0.087,0.086,0.086,0.087,0.087,0.088,0.087,0.088,0.087,0.089,0.085,0.09,0.088,0.086,0.086,0.086,0.088,0.093,0.09,0.087,0.087,0.092,0.09,0.093,0.639,0.089,0.088,0.586,0.089,0.089,0.516,0.089,0.089,0.549,0.087,0.089,0.089,0.086,0.088,0.089,0.09,0.092,0.091,0.091,0.09,0.086,0.084,0.085
22:42:25,37,0.089,0.088,0.088,0.425,0.089,0.089,0.456,0.088,0.091,0.722,0.083,0.094,0.084,0.086,0.085,0.084,0.085,0.086,0.084,0.087,0.086,0.083,0.084,0.084,0.089,0.085,0.085,0.085,0.085,0.094,0.086,0.086,0.087,0.084,0.086,0.083,0.708,0.089,0.089,0.68,0.089,0.088,0.806,0.089,0.088,0.69,0.085,0.09,0.087,0.086,0.086,0.087,0.087,0.088,0.087,0.088,0.087,0.088,0.085,0.09,0.088,0.086,0.086,0.086,0.088,0.092,0.09,0.09,0.084,0.092,0.09,0.093,0.652,0.089,0.088,0.593,0.089,0.089,0.525,0.089,0.089,0.562,0.087,0.09,0.089,0.085,0.088,0.089,0.09,0.092,0.091,0.091,0.09,0.086,0.083,0.085
22:57:25,37,0.088,0.088,0.088,0.441,0.089,0.089,0.464,0.088,0.092,0.739,0.083,0.092,0.084,0.086,0.085,0.085,0.085,0.086,0.084,0.087,0.086,0.083,0.083,0.084,0.089,0.086,0.085,0.085,0.085,0.095,0.085,0.086,0.087,0.085,0.086,0.083,0.715,0.089,0.089,0.687,0.089,0.088,0.799,0.089,0.088,0.69,0.085,0.09,0.087,0.086,0.086,0.087,0.087,0.088,0.087,0.089,0.087,0.089,0.085,0.089,0.088,0.087,0.086,0.086,0.088,0.088,0.09,0.089,0.084,0.092,0.091,0.093,0.674,0.089,0.088,0.59,0.089,0.089,0.525,0.089,0.089,0.562,0.087,0.089,0.089,0.085,0.088,0.089,0.09,0.092,0.091,0.091,0.09,0.087,0.083,0.085
23:12:25,37,0.088,0.088,0.088,0.449,0.089,0.089,0.476,0.088,0.091,0.733,0.083,0.09,0.084,0.086,0.085,0.085,0.085,0.086,0.084,0.087,0.086,0.083,0.084,0.084,0.088,0.085,0.085,0.085,0.085,0.094,0.085,0.086,0.087,0.085,0.086,0.083,0.704,0.089,0.089,0.695,0.089,0.088,0.788,0.089,0.088,0.671,0.085,0.09,0.087,0.086,0.086,0.087,0.087,0.088,0.087,0.088,0.087,0.088,0.085,0.09,0.088,0.086,0.086,0.086,0.088,0.088,0.09,0.088,0.085,0.092,0.09,0.093,0.693,0.089,0.088,0.568,0.089,0.089,0.525,0.089,0.089,0.56,0.087,0.089,0.089,0.085,0.088,0.089,0.09,0.092,0.091,0.091,0.09,0.087,0.084,0.085
23:27:25,37,0.088,0.088,0.088,0.441,0.089,0.089,0.463,0.088,0.091,0.731,0.083,0.093,0.084,0.086,0.086,0.085,0.085,0.086,0.084,0.087,0.086,0.084,0.084,0.084,0.085,0.085,0.085,0.085,0.085,0.09,0.087,0.086,0.086,0.085,0.086,0.083,0.717,0.089,0.089,0.709,0.089,0.088,0.819,0.089,0.088,0.675,0.085,0.09,0.087,0.086,0.086,0.087,0.087,0.088,0.086,0.089,0.087,0.088,0.085,0.09,0.088,0.087,0.086,0.085,0.088,0.094,0.091,0.088,0.085,0.092,0.091,0.093,0.682,0.089,0.088,0.552,0.089,0.089,0.536,0.089,0.089,0.568,0.087,0.089,0.089,0.086,0.088,0.089,0.091,0.092,0.091,0.09,0.09,0.087,0.084,0.085
23:42:25,37,0.09,0.088,0.088,0.458,0.089,0.089,0.455,0.088,0.092,0.743,0.083,0.09,0.084,0.086,0.086,0.085,0.085,0.086,0.084,0.087,0.086,0.084,0.084,0.084,0.085,0.085,0.085,0.085,0.085,0.085,0.087,0.086,0.087,0.087,0.086,0.083,0.724,0.089,0.089,0.717,0.089,0.088,0.817,0.089,0.088,0.678,0.085,0.09,0.087,0.086,0.086,0.087,0.087,0.088,0.087,0.088,0.087,0.088,0.085,0.09,0.089,0.086,0.086,0.086,0.088,0.094,0.091,0.089,0.085,0.092,0.09,0.093,0.669,0.089,0.088,0.554,0.089,0.089,0.543,0.089,0.089,0.54,0.087,0.089,0.089,0.086,0.088,0.089,0.091,0.092,0.091,0.091,0.09,0.087,0.084,0.085
23:57:25,37,0.088,0.088,0.088,0.464,0.089,0.089,0.461,0.088,0.091,0.742,0.083,0.094,0.084,0.086,0.085,0.084,0.085,0.086,0.084,0.087,0.086,0.084,0.084,0.084,0.085,0.086,0.085,0.085,0.085,0.085,0.086,0.086,0.086,0.084,0.086,0.083,0.741,0.089,0.089,0.75,0.089,0.088,0.795,0.089,0.088,0.676,0.085,0.09,0.087,0.086,0.086,0.087,0.087,0.088,0.086,0.088,0.087,0.087,0.085,0.09,0.089,0.086,0.086,0.085,0.088,0.091,0.09,0.089,0.084,0.092,0.09,0.093,0.658,0.089,0.088,0.55,0.089,0.089,0.564,0.089,0.088,0.54,0.087,0.089,0.089,0.085,0.088,0.089,0.091,0.092,0.091,0.09,0.09,0.087,0.084,0.085
24:12:25,37,0.089,0.088,0.088,0.459,0.089,0.089,0.463,0.088,0.092,0.763,0.083,0.091,0.084,0.086,0.085,0.085,0.085,0.086,0.084,0.087,0.086,0.083,0.084,0.084,0.085,0.086,0.085,0.085,0.086,0.091,0.085,0.086,0.086,0.085,0.086,0.083,0.731,0.089,0.089,0.74,0.089,0.088,0.767,0.089,0.088,0.679,0.085,0.09,0.087,0.086,0.086,0.087,0.087,0.088,0.086,0.088,0.087,0.087,0.085,0.091,0.089,0.087,0.086,0.086,0.088,0.087,0.09,0.089,0.084,0.092,0.09,0.093,0.657,0.089,0.088,0.556,0.089,0.089,0.578,0.089,0.089,0.542,0.087,0.089,0.089,0.086,0.088,0.089,0.091,0.092,0.091,0.091,0.09,0.087,0.084,0.086
24:27:25,37,0.089,0.088,0.088,0.459,0.089,0.089,0.493,0.088,0.092,0.748,0.083,0.094,0.084,0.086,0.086,0.085,0.085,0.086,0.084,0.087,0.086,0.084,0.084,0.085,0.085,0.086,0.085,0.085,0.086,0.088,0.086,0.086,0.087,0.085,0.086,0.083,0.728,0.089,0.089,0.761,0.089,0.089,0.782,0.089,0.088,0.668,0.085,0.09,0.087,0.086,0.086,0.087,0.087,0.088,0.086,0.088,0.087,0.089,0.085,0.091,0.089,0.087,0.086,0.086,0.089,0.085,0.091,0.089,0.087,0.092,0.09,0.093,0.66,0.089,0.088,0.55,0.089,0.089,0.613,0.089,0.089,0.534,0.087,0.089,0.089,0.086,0.088,0.089,0.091,0.092,0.091,0.091,0.09,0.087,0.084,0.086
24:42:25,37,0.088,0.088,0.088,0.482,0.089,0.089,0.461,0.088,0.092,0.755,0.083,0.094,0.084,0.086,0.086,0.085,0.085,0.086,0.084,0.087,0.086,0.084,0.084,0.085,0.085,0.086,0.085,0.085,0.086,0.085,0.086,0.086,0.087,0.086,0.086,0.083,0.741,0.089,0.089,0.765,0.089,0.089,0.773,0.089,0.088,0.651,0.085,0.09,0.087,0.086,0.086,0.087,0.087,0.088,0.086,0.089,0.087,0.089,0.086,0.091,0.089,0.087,0.086,0.086,0.088,0.086,0.09,0.089,0.084,0.092,0.091,0.093,0.624,0.089,0.088,0.537,0.089,0.089,0.635,0.089,0.089,0.561,0.087,0.089,0.089,0.086,0.088,0.089,0.091,0.092,0.091,0.091,0.09,0.087,0.084,0.086
24:57:25,37.1,0.089,0.088,0.088,0.476,0.09,0.089,0.456,0.088,0.092,0.748,0.083,0.09,0.084,0.086,0.086,0.085,0.085,0.086,0.084,0.087,0.086,0.084,0.084,0.085,0.086,0.086,0.085,0.085,0.086,0.086,0.086,0.086,0.087,0.084,0.086,0.083,0.733,0.089,0.089,0.757,0.089,0.089,0.726,0.089,0.089,0.677,0.085,0.09,0.087,0.086,0.086,0.087,0.087,0.088,0.086,0.089,0.087,0.089,0.086,0.091,0.089,0.086,0.086,0.086,0.088,0.091,0.091,0.087,0.086,0.092,0.091,0.093,0.636,0.089,0.088,0.533,0.089,0.089,0.63,0.089,0.089,0.556,0.087,0.089,0.089,0.086,0.088,0.089,0.091,0.092,0.091,0.091,0.09,0.087,0.084,0.086
25:12:25,37,0.089,0.088,0.088,0.48,0.089,0.089,0.473,0.088,0.092,0.758,0.083,0.093,0.084,0.086,0.085,0.084,0.085,0.086,0.084,0.087,0.086,0.084,0.084,0.084,0.085,0.086,0.085,0.085,0.086,0.087,0.086,0.086,0.087,0.085,0.086,0.083,0.751,0.089,0.089,0.778,0.089,0.088,0.699,0.089,0.088,0.667,0.085,0.089,0.087,0.086,0.086,0.087,0.087,0.088,0.085,0.088,0.086,0.089,0.085,0.091,0.089,0.086,0.086,0.086,0.089,0.086,0.09,0.087,0.085,0.092,0.091,0.093,0.632,0.089,0.088,0.544,0.089,0.089,0.62,0.089,0.089,0.564,0.087,0.089,0.089,0.085,0.088,0.089,0.091,0.092,0.091,0.091,0.09,0.087,0.083,0.086
