"day"	"cell"	"techrep"	"biorep"	"well"	"order"	"sample"	"Curve"	"b0"	"b0.se"	"A"	"A.se"	"umax"	"umax.se"	"L"	"L.se"	"RSME"	"CV"	"outlier"	"gen"
40	"m"	2	6	"C4"	14	"M_g266_pop2_rep2_RR"	"C4"	0.8967	0.00116	0.2485	0.00151	0.0472	0.00159	14.5093	0.11434	0.0084	0.805	1	266
60	"m"	2	6	"C5"	15	"M_g399_pop2_rep2_RR"	"C5"	0.8949	0.00479	0.7688	0.01562	0.1402	0.00616	9.0883	0.13424	0.0269	2.361	0	399
100	"m"	2	6	"C6"	16	"M_g666_pop2_rep2_RR"	"C6"	0.8833	0.0017	0.2186	0.00239	0.0385	0.00216	18.052	0.22635	0.0136	1.368	1	666
140	"m"	2	6	"C7"	17	"M_g932_pop2_rep2_RR"	"C7"	0.8965	0.00576	0.9873	0.03678	0.113	0.00408	8.0076	0.16002	0.0279	2.04	0	932
200	"m"	2	6	"C8"	18	"M_g1331_pop2_rep2_RR"	"C8"	0.8911	0.00089	0.3009	0.00141	0.0354	7e-04	16.8646	0.09826	0.007	0.669	2	1331
240	"m"	2	6	"C9"	19	"M_g1598_pop2_rep2_RR"	"C9"	0.8881	9e-04	0.3141	0.00158	0.0318	0.00057	18.1788	0.10537	0.0073	0.707	2	1598
280	"m"	2	6	"C10"	20	"M_g1864_pop2_rep2_RR"	"C10"	0.8972	0.00153	0.296	0.00195	0.0442	0.00126	12.432	0.12489	0.0103	0.949	1	1864
1000	"jcvi"	2	6	"C11"	21	"M_jcvi_pop2_rep2_RR"	"C11"	0.9112	0.00476	0.6448	0.00611	0.108	0.00548	12.447	0.18736	0.0318	2.403	0	6657
20	"m"	3	6	"D3"	23	"M_g133_pop2_rep3_RR"	"D3"	0.8924	0.00168	0.2423	0.00228	0.0299	0.00131	11.4954	0.19931	0.0108	1.031	1	133
40	"m"	3	6	"D4"	24	"M_g266_pop2_rep3_RR"	"D4"	0.8934	0.00129	0.2509	0.00167	0.0502	0.00187	14.4345	0.12178	0.0094	0.899	1	266
60	"m"	3	6	"D5"	25	"M_g399_pop2_rep3_RR"	"D5"	0.8824	0.00449	0.7831	0.01798	0.135	0.00551	8.8369	0.12645	0.0247	2.189	0	399
100	"m"	3	6	"D6"	26	"M_g666_pop2_rep3_RR"	"D6"	0.8821	0.00096	0.2745	0.00148	0.0295	0.00062	15.7861	0.12029	0.0071	0.697	2	666
140	"m"	3	6	"D7"	27	"M_g932_pop2_rep3_RR"	"D7"	0.8899	0.00565	0.8849	0.02589	0.137	0.00588	7.8032	0.14627	0.0283	2.105	0	932
200	"m"	3	6	"D8"	28	"M_g1331_pop2_rep3_RR"	"D8"	0.8827	0.00092	0.3471	0.00153	0.0365	0.00061	17.0889	0.09219	0.0072	0.689	2	1331
240	"m"	3	6	"D9"	29	"M_g1598_pop2_rep3_RR"	"D9"	0.8894	0.00115	0.3139	0.00159	0.0425	0.00094	15.0699	0.10339	0.0085	0.795	1	1598
280	"m"	3	6	"D10"	30	"M_g1864_pop2_rep3_RR"	"D10"	0.8877	0.00191	0.3362	0.00258	0.046	0.00171	12.6853	0.1584	0.0129	1.183	1	1864
1000	"jcvi"	3	6	"D11"	31	"M_jcvi_pop2_rep3_RR"	"D11"	0.9161	0.00489	0.6756	0.00621	0.1075	0.00495	11.9332	0.18078	0.0319	2.358	0	6657
10	"m"	1	6	"E2"	32	"M_g66_pop2_rep1_RR"	"E2"	0.8789	0.00128	0.2423	0.00167	0.0372	0.00122	13.6564	0.13949	0.0089	0.868	1	67
30	"m"	1	6	"E3"	33	"M_g200_pop2_rep1_RR"	"E3"	0.8947	0.00121	0.2264	0.00157	0.0425	0.0016	14.3529	0.13143	0.0087	0.847	1	200
50	"m"	1	6	"E4"	34	"M_g333_pop2_rep1_RR"	"E4"	0.905	0.00504	0.737	0.01761	0.1231	0.00568	8.4075	0.15281	0.0267	2.315	0	333
80	"m"	1	6	"E5"	35	"M_g533_pop2_rep1_RR"	"E5"	0.8866	0.00417	0.8637	0.01409	0.1352	0.00423	8.1353	0.108	0.0218	1.85	0	533
120	"m"	1	6	"E6"	36	"M_g799_pop2_rep1_RR"	"E6"	0.8815	0.00116	0.261	0.00215	0.0281	0.00087	20.2436	0.17806	0.0098	0.991	1	799
160	"m"	1	6	"E7"	37	"M_g1065_pop2_rep1_RR"	"E7"	0.8822	7e-04	0.2599	0.00123	0.0231	0.00036	16.7258	0.10156	0.0054	0.533	2	1065
220	"m"	1	6	"E8"	38	"M_g1464_pop2_rep1_RR"	"E8"	0.8839	0.00084	0.3039	0.00137	0.0374	0.00073	18.1758	0.09219	0.0069	0.666	2	1464
260	"m"	1	6	"E9"	39	"M_g1731_pop2_rep1_RR"	"E9"	0.8839	0.00078	0.291	0.00114	0.0365	0.00061	15.5277	0.08036	0.0059	0.565	2	1731
300	"m"	1	6	"E10"	40	"M_g1997_pop2_rep1_RR"	"E10"	0.8979	0.00287	0.7464	0.01141	0.1112	0.00281	8.4624	0.08886	0.0154	1.358	0	1997
10	"m"	2	6	"F2"	41	"M_g66_pop2_rep2_RR"	"F2"	0.8801	0.00134	0.2363	0.00173	0.0375	0.00132	13.3916	0.14643	0.0093	0.903	1	67
30	"m"	2	6	"F3"	42	"M_g200_pop2_rep2_RR"	"F3"	0.8968	0.00132	0.2302	0.00168	0.0463	0.00189	13.9098	0.13456	0.0094	0.902	1	200
50	"m"	2	6	"F4"	43	"M_g333_pop2_rep2_RR"	"F4"	0.9092	0.00537	0.7473	0.01895	0.119	0.00554	7.9698	0.16226	0.0273	2.334	0	333
80	"m"	2	6	"F5"	44	"M_g533_pop2_rep2_RR"	"F5"	0.8873	0.00445	0.8577	0.01261	0.1413	0.00453	7.7753	0.10913	0.0228	1.896	0	533
120	"m"	2	6	"F6"	45	"M_g799_pop2_rep2_RR"	"F6"	0.8901	0.00097	0.2689	0.00278	0.0226	0.00061	22.7675	0.18071	0.0086	0.88	1	799
160	"m"	2	6	"F7"	46	"M_g1065_pop2_rep2_RR"	"F7"	0.8811	0.00069	0.2704	0.00124	0.0218	3e-04	15.5439	0.09918	0.0051	0.505	2	1065
220	"m"	2	6	"F8"	47	"M_g1464_pop2_rep2_RR"	"F8"	0.8847	0.00087	0.2545	0.00223	0.0248	0.00066	23.5526	0.1555	0.008	0.823	2	1464
260	"m"	2	6	"F9"	48	"M_g1731_pop2_rep2_RR"	"F9"	0.8893	0.00129	0.2991	0.00168	0.0416	0.00099	12.9614	0.11064	0.0088	0.821	1	1731
300	"m"	2	6	"F10"	49	"M_g1997_pop2_rep2_RR"	"F10"	0.9163	0.00401	0.7326	0.00874	0.1274	0.00387	6.8472	0.10331	0.0193	1.567	0	1997
10	"m"	3	6	"G2"	50	"M_g66_pop2_rep3_RR"	"G2"	0.8805	0.00141	0.2148	0.00177	0.0412	0.00175	13.1457	0.15154	0.0097	0.951	1	67
30	"m"	3	6	"G3"	51	"M_g200_pop2_rep3_RR"	"G3"	0.906	0.00116	0.2599	0.00149	0.0515	0.00169	13.9014	0.10641	0.0083	0.775	1	200
50	"m"	3	6	"G4"	52	"M_g333_pop2_rep3_RR"	"G4"	0.9157	0.00584	0.7671	0.01484	0.1132	0.00444	6.8209	0.15818	0.0273	2.231	0	333
80	"m"	3	6	"G5"	53	"M_g533_pop2_rep3_RR"	"G5"	0.8941	0.00482	0.8778	0.01142	0.1554	0.00508	7.3871	0.10749	0.0241	1.936	0	533
120	"m"	3	6	"G6"	54	"M_g799_pop2_rep3_RR"	"G6"	0.8873	0.00103	0.2718	0.00185	0.029	0.00073	19.3957	0.145	0.0086	0.852	1	799
160	"m"	3	6	"G7"	55	"M_g1065_pop2_rep3_RR"	"G7"	0.8863	0.00095	0.2787	0.00133	0.0308	0.00055	13.711	0.10227	0.0066	0.632	2	1065
220	"m"	3	6	"G8"	56	"M_g1464_pop2_rep3_RR"	"G8"	0.8951	0.00091	0.2953	0.00131	0.0392	0.00076	15.8898	0.09045	0.0069	0.656	1	1464
260	"m"	3	6	"G9"	57	"M_g1731_pop2_rep3_RR"	"G9"	0.8862	0.00123	0.3044	0.0016	0.0427	0.00097	13.0015	0.10304	0.0084	0.785	1	1731
300	"m"	3	6	"G10"	58	"M_g1997_pop2_rep3_RR"	"G10"	0.9295	0.00446	0.75	0.00912	0.1177	0.00334	5.9368	0.11064	0.0195	1.533	0	1997
0	"m"	1	7	"B2"	2	"M_g0_pop3_rep1"	"B2"	0.8886	0.00112	0.2287	0.00213	0.0361	0.00148	20.6842	0.16569	0.0097	1	1	0
20	"m"	1	7	"B3"	3	"M_g133_pop3_rep1"	"B3"	0.9145	0.00199	0.2615	0.00354	0.0512	0.00272	13.6411	0.17506	0.014	1.334	0	133
40	"m"	1	7	"B4"	4	"M_g266_pop3_rep1"	"B4"	0.9086	0.00199	0.3074	0.00236	0.0825	0.00341	9.4658	0.10564	0.0117	1.042	3	266
60	"m"	1	7	"B5"	5	"M_g399_pop3_rep1"	"B5"	0.912	0.00198	0.2491	0.00272	0.078	0.00525	14.8303	0.15127	0.0148	1.407	0	399
100	"m"	1	7	"B6"	6	"M_g666_pop3_rep1"	"B6"	0.9199	0.00222	0.2443	0.00278	0.0704	0.00473	12.5806	0.16674	0.0151	1.408	0	666
140	"m"	1	7	"B7"	7	"M_g932_pop3_rep1"	"B7"	0.8923	0.00081	0.2234	0.00117	0.0357	0.00086	14.5362	0.09358	0.0059	0.584	1	932
200	"m"	1	7	"B8"	8	"M_g1331_pop3_rep1"	"B8"	0.9096	0.00206	0.2722	0.0027	0.0713	0.00409	14.1406	0.15111	0.0149	1.399	0	1331
240	"m"	1	7	"B9"	9	"M_g1598_pop3_rep1"	"B9"	0.906	0.00226	0.3079	0.00329	0.0804	0.00449	13.3842	0.14511	0.0159	1.47	0	1598
1000	"jcvi"	1	7	"B11"	11	"M_jcvi_pop3_rep1"	"B11"	0.9115	0.00311	0.5767	0.00454	0.1113	0.00456	16.0107	0.13587	0.024	1.987	0	6657
0	"m"	2	7	"C2"	12	"M_g0_pop3_rep2"	"C2"	0.8821	0.00111	0.2515	0.00202	0.0421	0.00158	20.3783	0.14135	0.0096	0.978	1	0
20	"m"	2	7	"C3"	13	"M_g133_pop3_rep2"	"C3"	0.9043	0.0021	0.2627	0.00281	0.0539	0.00287	13.9013	0.17634	0.015	1.427	1	133
40	"m"	2	7	"C4"	14	"M_g266_pop3_rep2"	"C4"	0.9045	9e-04	0.2256	0.00131	0.0366	0.00101	14.5985	0.10496	0.0066	0.642	1	266
60	"m"	2	7	"C5"	15	"M_g399_pop3_rep2"	"C5"	0.9084	0.00209	0.268	0.00298	0.0799	0.00526	14.6104	0.15474	0.0155	1.461	0	399
100	"m"	2	7	"C6"	16	"M_g666_pop3_rep2"	"C6"	0.9066	0.00246	0.2975	0.00347	0.0809	0.00499	12.2625	0.15736	0.0165	1.523	0	666
140	"m"	2	7	"C7"	17	"M_g932_pop3_rep2"	"C7"	0.8954	0.00165	0.2961	0.00228	0.0556	0.00218	14.5571	0.13912	0.0119	1.13	1	932
200	"m"	2	7	"C8"	18	"M_g1331_pop3_rep2"	"C8"	0.9089	0.00224	0.2845	0.00304	0.0745	0.00448	14.1914	0.15928	0.0163	1.52	0	1331
240	"m"	2	7	"C9"	19	"M_g1598_pop3_rep2"	"C9"	0.9117	0.00256	0.3662	0.00438	0.0918	0.00514	13.5029	0.14734	0.018	1.629	0	1598
1000	"jcvi"	2	7	"C11"	21	"M_jcvi_pop3_rep2"	"C11"	0.9086	0.00291	0.5902	0.00419	0.1186	0.00447	15.8866	0.12151	0.0223	1.84	0	6657
0	"m"	3	7	"D2"	22	"M_g0_pop3_rep3"	"D2"	0.882	0.00109	0.2426	0.00208	0.0365	0.00136	20.1853	0.15428	0.0093	0.956	1	0
20	"m"	3	7	"D3"	23	"M_g133_pop3_rep3"	"D3"	0.9114	0.00117	0.2668	0.00162	0.0468	0.00142	13.6743	0.10859	0.0083	0.781	1	133
40	"m"	3	7	"D4"	24	"M_g266_pop3_rep3"	"D4"	0.899	0.00086	0.2137	0.00126	0.0331	0.00089	14.5627	0.10748	0.0063	0.621	2	266
60	"m"	3	7	"D5"	25	"M_g399_pop3_rep3"	"D5"	0.9049	0.00223	0.2939	0.00339	0.0825	0.00509	14.0473	0.15095	0.0161	1.513	0	399
100	"m"	3	7	"D6"	26	"M_g666_pop3_rep3"	"D6"	0.9085	0.00261	0.3052	0.00373	0.0823	0.00512	11.8857	0.16017	0.0172	1.578	0	666
140	"m"	3	7	"D7"	27	"M_g932_pop3_rep3"	"D7"	0.8843	0.00222	0.3135	0.00297	0.0693	0.00354	14.3747	0.16085	0.016	1.511	0	932
200	"m"	3	7	"D8"	28	"M_g1331_pop3_rep3"	"D8"	0.9065	0.00248	0.3548	0.00422	0.0913	0.0052	13.7387	0.14681	0.0176	1.61	0	1331
240	"m"	3	7	"D9"	29	"M_g1598_pop3_rep3"	"D9"	0.9077	0.00241	0.3195	0.00349	0.082	0.00462	12.9815	0.14902	0.0167	1.528	0	1598
1000	"jcvi"	3	7	"D11"	31	"M_jcvi_pop3_rep3"	"D11"	0.9225	0.0028	0.6009	0.00403	0.1161	0.00407	15.6354	0.11553	0.0213	1.725	0	6657
10	"m"	1	7	"E2"	32	"M_g66_pop3_rep1"	"E2"	0.8805	0.00096	0.2461	0.00141	0.04	0.00108	14.8972	0.10458	0.0071	0.704	1	67
30	"m"	1	7	"E3"	33	"M_g200_pop3_rep1"	"E3"	0.9132	0.00115	0.2266	0.00161	0.0427	0.00153	14.7397	0.12175	0.0085	0.821	1	200
50	"m"	1	7	"E4"	34	"M_g333_pop3_rep1"	"E4"	0.9077	0.0021	0.2393	0.00265	0.0693	0.00456	12.8	0.16343	0.0144	1.366	0	333
80	"m"	1	7	"E5"	35	"M_g533_pop3_rep1"	"E5"	0.9046	0.00115	0.2179	0.00151	0.0409	0.00139	12.8158	0.11936	0.0078	0.757	1	533
120	"m"	1	7	"E6"	36	"M_g799_pop3_rep1"	"E6"	0.9023	0.00234	0.2398	0.00273	0.0624	0.00358	9.1177	0.15944	0.0133	1.246	1	799
160	"m"	1	7	"E7"	37	"M_g1065_pop3_rep1"	"E7"	0.8827	0.00251	0.3134	0.00369	0.0799	0.00482	13.0641	0.16293	0.0173	1.631	0	1065
220	"m"	1	7	"E8"	38	"M_g1464_pop3_rep1"	"E8"	0.9006	0.00241	0.3458	0.00368	0.0933	0.00522	13.4582	0.13929	0.017	1.558	0	1464
260	"m"	1	7	"E9"	39	"M_g1731_pop3_rep1"	"E9"	0.9025	0.00238	0.3617	0.0046	0.0929	0.00542	15.3369	0.14764	0.018	1.665	0	1731
300	"m"	1	7	"E10"	40	"M_g1997_pop3_rep1"	"E10"	0.9075	0.00229	0.3178	0.0035	0.0873	0.00502	13.6322	0.14186	0.0163	1.501	0	1997
10	"m"	2	7	"F2"	41	"M_g66_pop3_rep2"	"F2"	0.882	0.00093	0.2442	0.00133	0.0421	0.00112	14.6173	0.09662	0.0068	0.673	1	67
30	"m"	2	7	"F3"	42	"M_g200_pop3_rep2"	"F3"	0.9073	0.00099	0.2427	0.00139	0.0452	0.00132	14.3739	0.09872	0.0073	0.697	2	200
50	"m"	2	7	"F4"	43	"M_g333_pop3_rep2"	"F4"	0.9044	0.00222	0.2471	0.00289	0.0731	0.005	12.5601	0.16486	0.0151	1.426	0	333
80	"m"	2	7	"F5"	44	"M_g533_pop3_rep2"	"F5"	0.9079	0.00117	0.2163	0.00154	0.041	0.00143	12.7592	0.122	0.008	0.771	1	533
120	"m"	2	7	"F6"	45	"M_g799_pop3_rep2"	"F6"	0.9087	0.00289	0.2557	0.00346	0.0712	0.00494	9.3684	0.18101	0.0168	1.546	0	799
160	"m"	2	7	"F7"	46	"M_g1065_pop3_rep2"	"F7"	0.8951	0.00277	0.3585	0.00469	0.0929	0.00571	12.7154	0.15839	0.0188	1.727	0	1065
220	"m"	2	7	"F8"	47	"M_g1464_pop3_rep2"	"F8"	0.8981	0.00231	0.3174	0.00334	0.0835	0.00467	13.4204	0.14394	0.0163	1.511	0	1464
260	"m"	2	7	"F9"	48	"M_g1731_pop3_rep2"	"F9"	0.9064	0.00237	0.353	0.00439	0.0891	0.00512	14.9558	0.14895	0.0176	1.629	0	1731
300	"m"	2	7	"F10"	49	"M_g1997_pop3_rep2"	"F10"	0.9091	0.00248	0.3487	0.00416	0.0922	0.00529	13.5101	0.14431	0.0175	1.598	0	1997
10	"m"	3	7	"G2"	50	"M_g66_pop3_rep3"	"G2"	0.9001	0.00102	0.2251	0.00141	0.0434	0.0014	14.5607	0.1076	0.0075	0.73	1	67
30	"m"	3	7	"G3"	51	"M_g200_pop3_rep3"	"G3"	0.9076	0.00099	0.2431	0.00136	0.05	0.00151	14.3384	0.09275	0.0072	0.693	2	200
50	"m"	3	7	"G4"	52	"M_g333_pop3_rep3"	"G4"	0.9134	0.0022	0.2784	0.00315	0.079	0.00483	12.6051	0.14704	0.015	1.397	0	333
80	"m"	3	7	"G5"	53	"M_g533_pop3_rep3"	"G5"	0.9094	0.00186	0.2416	0.00237	0.0555	0.00286	12.4026	0.15201	0.0126	1.19	1	533
120	"m"	3	7	"G6"	54	"M_g799_pop3_rep3"	"G6"	0.9162	0.00302	0.3501	0.00428	0.0885	0.0047	8.5986	0.14079	0.0168	1.477	0	799
160	"m"	3	7	"G7"	55	"M_g1065_pop3_rep3"	"G7"	0.8997	0.00237	0.3174	0.00367	0.0794	0.0044	12.6014	0.14821	0.0161	1.497	0	1065
220	"m"	3	7	"G8"	56	"M_g1464_pop3_rep3"	"G8"	0.9174	0.00231	0.3382	0.00359	0.0926	0.00501	13.1283	0.13193	0.0161	1.458	0	1464
260	"m"	3	7	"G9"	57	"M_g1731_pop3_rep3"	"G9"	0.9173	0.00235	0.3604	0.00451	0.0919	0.00513	14.6571	0.1415	0.0173	1.581	0	1731
300	"m"	3	7	"G10"	58	"M_g1997_pop3_rep3"	"G10"	0.9152	0.00207	0.2848	0.00293	0.083	0.00477	13.5343	0.13481	0.0148	1.367	0	1997
20	"m"	1	8	"B3"	3	"M_g133_pop4_rep1"	"B3"	0.9525	0.00103	0.293	0.00204	0.0533	0.00116	9.5284	0.06844	0.0061	0.565	0	133
40	"m"	1	8	"B4"	4	"M_g266_pop4_rep1"	"B4"	0.9512	0.00145	0.2459	0.00223	0.0671	0.00265	9.1481	0.08907	0.0085	0.795	0	266
60	"m"	1	8	"B5"	5	"M_g399_pop4_rep1"	"B5"	0.959	0.00137	0.2721	0.0021	0.0679	0.00217	8.6557	0.07912	0.0078	0.71	0	399
100	"m"	1	8	"B6"	6	"M_g666_pop4_rep1"	"B6"	0.9623	0.0021	0.2665	0.00315	0.086	0.00485	9.4929	0.11529	0.0126	1.15	0	666
140	"m"	1	8	"B7"	7	"M_g932_pop4_rep1"	"B7"	0.9939	0.00688	1.1578	0.04633	0.1484	0.00484	6.0216	0.12994	0.0288	1.957	0	932
200	"m"	1	8	"B8"	8	"M_g1331_pop4_rep1"	"B8"	0.9612	0.00274	0.3394	0.00472	0.1015	0.00594	9.5988	0.12687	0.0164	1.463	0	1331
240	"m"	1	8	"B9"	9	"M_g1598_pop4_rep1"	"B9"	0.9323	0.00195	0.2985	0.00343	0.0726	0.00326	10.3436	0.11628	0.0121	1.144	0	1598
280	"m"	1	8	"B10"	10	"M_g1864_pop4_rep1"	"B10"	0.94	0.0027	0.3212	0.0045	0.0945	0.00568	9.7126	0.13403	0.0162	1.487	0	1864
1000	"jcvi"	1	8	"B11"	11	"M_jcvi_pop4_rep1"	"B11"	0.9115	0.00311	0.5767	0.00454	0.1113	0.00456	16.0107	0.13587	0.024	1.987	0	6657
20	"m"	2	8	"C3"	13	"M_g133_pop4_rep2"	"C3"	0.9468	0.00105	0.2772	0.0021	0.054	0.00136	9.9315	0.07253	0.0064	0.601	0	133
40	"m"	2	8	"C4"	14	"M_g266_pop4_rep2"	"C4"	0.9293	0.00113	0.2409	0.00195	0.0573	0.00183	9.7851	0.07872	0.0069	0.661	0	266
60	"m"	2	8	"C5"	15	"M_g399_pop4_rep2"	"C5"	0.9531	0.00123	0.2833	0.00209	0.0611	0.00164	9.0865	0.0731	0.0072	0.666	0	399
100	"m"	2	8	"C6"	16	"M_g666_pop4_rep2"	"C6"	0.9514	0.00168	0.2438	0.00269	0.0712	0.00348	10.028	0.10525	0.0103	0.974	0	666
140	"m"	2	8	"C7"	17	"M_g932_pop4_rep2"	"C7"	1.018	0.0073	0.9393	0.03731	0.1398	0.00767	7.592	0.19346	0.0345	2.437	0	932
200	"m"	2	8	"C8"	18	"M_g1331_pop4_rep2"	"C8"	0.9714	0.00256	0.2939	0.00391	0.0928	0.00567	9.7726	0.12864	0.0155	1.399	0	1331
240	"m"	2	8	"C9"	19	"M_g1598_pop4_rep2"	"C9"	0.9408	0.00252	0.3183	0.0041	0.0901	0.00497	10.0888	0.12671	0.0154	1.426	0	1598
280	"m"	2	8	"C10"	20	"M_g1864_pop4_rep2"	"C10"	0.9535	0.00255	0.3436	0.00475	0.101	0.00544	9.4823	0.11475	0.0152	1.368	0	1864
1000	"jcvi"	2	8	"C11"	21	"M_jcvi_pop4_rep2"	"C11"	0.9086	0.00291	0.5902	0.00419	0.1186	0.00447	15.8866	0.12151	0.0223	1.84	0	6657
20	"m"	3	8	"D3"	23	"M_g133_pop4_rep3"	"D3"	0.9481	0.00131	0.2585	0.00264	0.0512	0.00179	9.9057	0.09721	0.008	0.758	0	133
40	"m"	3	8	"D4"	24	"M_g266_pop4_rep3"	"D4"	0.9231	0.00116	0.2407	0.00193	0.0609	0.00203	9.621	0.07853	0.007	0.68	0	266
60	"m"	3	8	"D5"	25	"M_g399_pop4_rep3"	"D5"	0.962	0.0013	0.3153	0.00199	0.0743	0.00191	8.2124	0.0655	0.0072	0.639	0	399
100	"m"	3	8	"D6"	26	"M_g666_pop4_rep3"	"D6"	0.971	0.00305	0.3589	0.00638	0.1065	0.00658	8.4509	0.1292	0.017	1.487	0	666
140	"m"	3	8	"D7"	27	"M_g932_pop4_rep3"	"D7"	1.0052	0.00872	1.0706	0.06303	0.1342	0.00702	6.7924	0.21164	0.0363	2.539	0	932
200	"m"	3	8	"D8"	28	"M_g1331_pop4_rep3"	"D8"	0.9918	0.00259	0.277	0.00382	0.0982	0.00634	8.9257	0.12142	0.015	1.328	0	1331
240	"m"	3	8	"D9"	29	"M_g1598_pop4_rep3"	"D9"	0.9625	0.00259	0.3506	0.00454	0.0981	0.00516	10.1576	0.11919	0.016	1.432	0	1598
280	"m"	3	8	"D10"	30	"M_g1864_pop4_rep3"	"D10"	0.9471	0.00264	0.3218	0.0046	0.0948	0.00537	9.1315	0.12262	0.0154	1.402	0	1864
1000	"jcvi"	3	8	"D11"	31	"M_jcvi_pop4_rep3"	"D11"	0.9225	0.0028	0.6009	0.00403	0.1161	0.00407	15.6354	0.11553	0.0213	1.725	0	6657
10	"m"	1	8	"E2"	32	"M_g66_pop4_rep1"	"E2"	0.9067	0.00128	0.2661	0.00369	0.0504	0.00193	12.1857	0.11336	0.0086	0.866	0	67
30	"m"	1	8	"E3"	33	"M_g200_pop4_rep1"	"E3"	0.9402	0.00105	0.2518	0.0019	0.0524	0.00144	9.3338	0.07571	0.0062	0.591	0	200
50	"m"	1	8	"E4"	34	"M_g333_pop4_rep1"	"E4"	0.9369	0.00112	0.2485	0.00176	0.0645	0.00194	9.1474	0.07024	0.0066	0.621	0	333
80	"m"	1	8	"E5"	35	"M_g533_pop4_rep1"	"E5"	0.9521	0.00119	0.2414	0.00181	0.0669	0.00221	8.9688	0.07255	0.0069	0.647	1	533
120	"m"	1	8	"E6"	36	"M_g799_pop4_rep1"	"E6"	0.9446	0.00145	0.2316	0.00249	0.0577	0.00246	10.1482	0.10456	0.009	0.858	0	799
160	"m"	1	8	"E7"	37	"M_g1065_pop4_rep1"	"E7"	0.9569	0.00269	0.3785	0.00566	0.1087	0.00576	9.2652	0.11266	0.0158	1.4	0	1065
220	"m"	1	8	"E8"	38	"M_g1464_pop4_rep1"	"E8"	0.9588	0.00285	0.3924	0.00552	0.1202	0.00639	9.0173	0.10786	0.0166	1.45	0	1464
260	"m"	1	8	"E9"	39	"M_g1731_pop4_rep1"	"E9"	0.9427	0.00247	0.3125	0.00414	0.0966	0.00545	9.7444	0.11738	0.015	1.38	0	1731
300	"m"	1	8	"E10"	40	"M_g1997_pop4_rep1"	"E10"	0.9075	0.00229	0.3178	0.0035	0.0873	0.00502	13.6322	0.14186	0.0163	1.501	0	1997
10	"m"	2	8	"F2"	41	"M_g66_pop4_rep2"	"F2"	0.9289	0.00156	0.2227	0.00312	0.0574	0.00308	11.6836	0.12142	0.0104	1.031	0	67
30	"m"	2	8	"F3"	42	"M_g200_pop4_rep2"	"F3"	0.9484	0.00102	0.2131	0.00168	0.053	0.00173	9.4493	0.07776	0.0061	0.584	0	200
50	"m"	2	8	"F4"	43	"M_g333_pop4_rep2"	"F4"	0.9315	0.00144	0.2085	0.00238	0.0487	0.00212	9.3088	0.11183	0.0085	0.83	0	333
80	"m"	2	8	"F5"	44	"M_g533_pop4_rep2"	"F5"	0.9531	0.00138	0.2592	0.00202	0.0805	0.00297	8.7725	0.07429	0.008	0.736	0	533
120	"m"	2	8	"F6"	45	"M_g799_pop4_rep2"	"F6"	0.9624	0.00206	0.2588	0.00313	0.0801	0.00442	9.5836	0.11716	0.0124	1.142	0	799
160	"m"	2	8	"F7"	46	"M_g1065_pop4_rep2"	"F7"	0.9554	0.00254	0.3057	0.00406	0.0971	0.00578	9.8127	0.12313	0.0155	1.408	0	1065
220	"m"	2	8	"F8"	47	"M_g1464_pop4_rep2"	"F8"	0.9625	0.00176	0.2683	0.00278	0.069	0.00296	9.3282	0.10565	0.0104	0.952	0	1464
260	"m"	2	8	"F9"	48	"M_g1731_pop4_rep2"	"F9"	0.9528	0.00246	0.3127	0.00411	0.0947	0.00529	9.6429	0.11891	0.0148	1.351	0	1731
300	"m"	2	8	"F10"	49	"M_g1997_pop4_rep2"	"F10"	0.9091	0.00248	0.3487	0.00416	0.0922	0.00529	13.5101	0.14431	0.0175	1.598	0	1997
10	"m"	3	8	"G2"	50	"M_g66_pop4_rep3"	"G2"	0.9176	0.00104	0.2586	0.00305	0.0452	0.00136	11.7417	0.09312	0.0068	0.68	0	67
30	"m"	3	8	"G3"	51	"M_g200_pop4_rep3"	"G3"	0.9564	0.00112	0.2113	0.0018	0.0543	0.00194	9.3632	0.08525	0.0067	0.632	0	200
50	"m"	3	8	"G4"	52	"M_g333_pop4_rep3"	"G4"	0.9481	0.00166	0.2591	0.00244	0.0731	0.00304	8.6279	0.09468	0.0094	0.873	0	333
80	"m"	3	8	"G5"	53	"M_g533_pop4_rep3"	"G5"	0.9595	0.00129	0.2341	0.0019	0.0652	0.00232	8.6034	0.08016	0.0073	0.679	0	533
120	"m"	3	8	"G6"	54	"M_g799_pop4_rep3"	"G6"	0.9578	0.00146	0.2273	0.00238	0.0591	0.00257	9.7899	0.10468	0.0088	0.831	0	799
160	"m"	3	8	"G7"	55	"M_g1065_pop4_rep3"	"G7"	0.9598	0.00134	0.2374	0.00226	0.0574	0.00214	9.8328	0.09496	0.0081	0.761	0	1065
220	"m"	3	8	"G8"	56	"M_g1464_pop4_rep3"	"G8"	0.9771	0.00144	0.2409	0.00221	0.0623	0.00235	9.0097	0.09155	0.0084	0.764	0	1464
260	"m"	3	8	"G9"	57	"M_g1731_pop4_rep3"	"G9"	0.9641	0.00206	0.2912	0.00325	0.0819	0.004	9.7273	0.11215	0.0124	1.13	0	1731
